episode,path,player,side,won,player_winrate,opp_deck
90883470,/Users/nickzwart/Desktop/Palsystem 2/90883470.json,palsystem,1,1,0.6233,M-Froslass
90884326,/Users/nickzwart/Desktop/Palsystem 2/90884326.json,palsystem,1,1,0.6233,M-Starmie
90885979,/Users/nickzwart/Desktop/Palsystem 2/90885979.json,palsystem,1,1,0.6233,Alakazam
90887660,/Users/nickzwart/Desktop/Palsystem 2/90887660.json,palsystem,0,1,0.6233,other
90888495,/Users/nickzwart/Desktop/Palsystem 2/90888495.json,palsystem,0,1,0.6233,M-Lopunny
90869946,/Users/nickzwart/Desktop/Palsystem 2/90869946.json,palsystem,0,1,0.6233,Grimmsnarl
90870808,/Users/nickzwart/Desktop/Palsystem 2/90870808.json,palsystem,1,1,0.6233,M-Lopunny
90871644,/Users/nickzwart/Desktop/Palsystem 2/90871644.json,palsystem,0,1,0.6233,M-Lopunny
90873341,/Users/nickzwart/Desktop/Palsystem 2/90873341.json,palsystem,1,1,0.6233,M-Kangaskhan
90874170,/Users/nickzwart/Desktop/Palsystem 2/90874170.json,palsystem,1,1,0.6233,Grimmsnarl
90875034,/Users/nickzwart/Desktop/Palsystem 2/90875034.json,palsystem,0,1,0.6233,Alakazam
90896081,/Users/nickzwart/Desktop/Palsystem 2/90896081.json,palsystem,0,1,0.6233,M-Lopunny
90897757,/Users/nickzwart/Desktop/Palsystem 2/90897757.json,palsystem,1,1,0.6233,M-Kangaskhan
90900278,/Users/nickzwart/Desktop/Palsystem 2/90900278.json,palsystem,1,1,0.6233,M-Lopunny
90889356,/Users/nickzwart/Desktop/Palsystem 2/90889356.json,palsystem,1,1,0.6233,Grimmsnarl
90891039,/Users/nickzwart/Desktop/Palsystem 2/90891039.json,palsystem,0,1,0.6233,M-Lopunny
90892739,/Users/nickzwart/Desktop/Palsystem 2/90892739.json,palsystem,0,1,0.6233,Alakazam
90895249,/Users/nickzwart/Desktop/Palsystem 2/90895249.json,palsystem,0,1,0.6233,Ogerpon
90863087,/Users/nickzwart/Desktop/Palsystem 2/90863087.json,palsystem,0,1,0.6233,Dragapult
90863928,/Users/nickzwart/Desktop/Palsystem 2/90863928.json,palsystem,0,1,0.6233,Dragapult
90864790,/Users/nickzwart/Desktop/Palsystem 2/90864790.json,palsystem,0,1,0.6233,M-Kangaskhan
90865646,/Users/nickzwart/Desktop/Palsystem 2/90865646.json,palsystem,0,1,0.6233,Grimmsnarl
90866494,/Users/nickzwart/Desktop/Palsystem 2/90866494.json,palsystem,1,1,0.6233,other
90867378,/Users/nickzwart/Desktop/Palsystem 2/90867378.json,palsystem,1,1,0.6233,M-Lopunny
90868231,/Users/nickzwart/Desktop/Palsystem 2/90868231.json,palsystem,1,1,0.6233,M-Lucario
90869101,/Users/nickzwart/Desktop/Palsystem 2/90869101.json,palsystem,0,1,0.6233,Grimmsnarl
90876731,/Users/nickzwart/Desktop/Palsystem 2/90876731.json,palsystem,0,1,0.6233,Grimmsnarl
90878418,/Users/nickzwart/Desktop/Palsystem 2/90878418.json,palsystem,1,1,0.6233,M-Kangaskhan
90879246,/Users/nickzwart/Desktop/Palsystem 2/90879246.json,palsystem,0,1,0.6233,M-Froslass
90880156,/Users/nickzwart/Desktop/Palsystem 2/90880156(1).json,palsystem,0,1,0.6233,Dragapult
90881789,/Users/nickzwart/Desktop/Palsystem 2/90881789.json,palsystem,0,1,0.6233,other
90902865,/Users/nickzwart/Desktop/Palsystem 2/90902865.json,palsystem,0,1,0.6233,Ogerpon
90903731,/Users/nickzwart/Desktop/Palsystem 2/90903731.json,palsystem,0,1,0.6233,M-Lopunny
90905443,/Users/nickzwart/Desktop/Palsystem 2/90905443.json,palsystem,1,1,0.6233,M-Lopunny
90906308,/Users/nickzwart/Desktop/Palsystem 2/90906308.json,palsystem,0,1,0.6233,M-Lopunny
90908005,/Users/nickzwart/Desktop/Palsystem 2/90908005.json,palsystem,1,1,0.6233,Alakazam
90909675,/Users/nickzwart/Desktop/Palsystem 2/90909675.json,palsystem,0,1,0.6233,Crustle
90910549,/Users/nickzwart/Desktop/Palsystem 2/90910549.json,palsystem,1,1,0.6233,Grimmsnarl
90918228,/Users/nickzwart/Desktop/Palsystem 2/90918228.json,palsystem,0,1,0.6233,Grimmsnarl
90919835,/Users/nickzwart/Desktop/Palsystem 2/90919835.json,palsystem,1,1,0.6233,Dragapult
90926326,/Users/nickzwart/Desktop/Palsystem 2/90926326.json,palsystem,1,1,0.6233,Ogerpon
90934758,/Users/nickzwart/Desktop/Palsystem 2/90934758.json,palsystem,0,1,0.6233,M-Lopunny
90935520,/Users/nickzwart/Desktop/Palsystem 2/90935520.json,palsystem,1,1,0.6233,other
90939953,/Users/nickzwart/Desktop/Palsystem 2/90939953.json,palsystem,0,1,0.6233,M-Lucario
90948177,/Users/nickzwart/Desktop/Palsystem 2/90948177.json,palsystem,1,1,0.6233,Ogerpon
90950703,/Users/nickzwart/Desktop/Palsystem 2/90950703.json,palsystem,1,1,0.6233,Grimmsnarl
90959765,/Users/nickzwart/Desktop/Palsystem 2/90959765.json,palsystem,0,1,0.6233,other
90968103,/Users/nickzwart/Desktop/Palsystem 2/90968103.json,palsystem,1,1,0.6233,other
91080263,/Users/nickzwart/Desktop/Palsystem 2/91080263.json,palsystem,0,1,0.6233,Dragapult
91081137,/Users/nickzwart/Desktop/Palsystem 2/91081137.json,palsystem,0,1,0.6233,Dragapult
91093430,/Users/nickzwart/Desktop/Palsystem 2/91093430.json,palsystem,0,1,0.6233,Grimmsnarl
91125632,/Users/nickzwart/Desktop/Palsystem 2/91125632.json,palsystem,0,1,0.6233,M-Lopunny
91139685,/Users/nickzwart/Desktop/Palsystem 2/91139685.json,palsystem,1,1,0.6233,Dragapult
91012274,/Users/nickzwart/Desktop/Palsystem 2/91012274.json,palsystem,0,1,0.6233,Grimmsnarl
91068166,/Users/nickzwart/Desktop/Palsystem 2/91068166.json,palsystem,1,1,0.6233,M-Lopunny
91140528,/Users/nickzwart/Desktop/Palsystem 2/91140528.json,palsystem,0,1,0.6233,other
91151120,/Users/nickzwart/Desktop/Palsystem 2/91151120.json,palsystem,0,1,0.6233,Grimmsnarl
91159856,/Users/nickzwart/Desktop/Palsystem 2/91159856.json,palsystem,0,1,0.6233,Garchomp
91184632,/Users/nickzwart/Desktop/Palsystem 2/91184632.json,palsystem,1,1,0.6233,Grimmsnarl
91194188,/Users/nickzwart/Desktop/Palsystem 2/91194188.json,palsystem,1,1,0.6233,Dragapult
91214330,/Users/nickzwart/Desktop/Palsystem 2/91214330.json,palsystem,1,1,0.6233,Grimmsnarl
91240039,/Users/nickzwart/Desktop/Palsystem 2/91240039.json,palsystem,0,1,0.6233,M-Lopunny
91240241,/Users/nickzwart/Desktop/Palsystem 2/91240241.json,palsystem,0,1,0.6233,Grimmsnarl
91248983,/Users/nickzwart/Desktop/Palsystem 2/91248983.json,palsystem,0,1,0.6233,M-Lopunny
91276681,/Users/nickzwart/Desktop/Palsystem 2/91276681.json,palsystem,1,1,0.6233,M-Kangaskhan
91503355,/Users/nickzwart/Desktop/Palsystem 2/91503355.json,palsystem,1,1,0.6233,Grimmsnarl
91544481,/Users/nickzwart/Desktop/Palsystem 2/91544481.json,palsystem,0,1,0.6233,Ogerpon
91569263,/Users/nickzwart/Desktop/Palsystem 2/91569263.json,palsystem,0,1,0.6233,M-Lopunny
91319578,/Users/nickzwart/Desktop/Palsystem 2/91319578.json,palsystem,0,1,0.6233,M-Lopunny
91365484,/Users/nickzwart/Desktop/Palsystem 2/91365484.json,palsystem,1,1,0.6233,M-Lopunny
91388266,/Users/nickzwart/Desktop/Palsystem 2/91388266.json,palsystem,0,1,0.6233,M-Lucario
91397002,/Users/nickzwart/Desktop/Palsystem 2/91397002.json,palsystem,0,1,0.6233,M-Lucario
91423346,/Users/nickzwart/Desktop/Palsystem 2/91423346.json,palsystem,1,1,0.6233,Dragapult
91423368,/Users/nickzwart/Desktop/Palsystem 2/91423368.json,palsystem,0,1,0.6233,Dragapult
91442363,/Users/nickzwart/Desktop/Palsystem 2/91442363.json,palsystem,1,1,0.6233,M-Lopunny
91590301,/Users/nickzwart/Desktop/Palsystem 2/91590301.json,palsystem,1,1,0.6233,Dragapult
91616124,/Users/nickzwart/Desktop/Palsystem 2/91616124.json,palsystem,0,1,0.6233,M-Kangaskhan
91621647,/Users/nickzwart/Desktop/Palsystem 2/91621647.json,palsystem,1,1,0.6233,Grimmsnarl
