path,episode,p0,p1,winner,a0,a1,turns
/Users/nickzwart/Desktop/11082026/91807200.json,91807200,"Bart, Edwyn",Majkel1337,1,Alakazam,other,9
/Users/nickzwart/Desktop/11082026/91807763.json,91807763,西松大祐,base_camp_2002,1,Grimmsnarl,Grimmsnarl,19
/Users/nickzwart/Desktop/11082026/91807810.json,91807810,JB Bryant,haggle,0,M-Lopunny,Dragapult,15
/Users/nickzwart/Desktop/11082026/91807928.json,91807928,Dipam Chakraborty,あなまか,0,M-Lucario,M-Kangaskhan,11
/Users/nickzwart/Desktop/11082026/91807968.json,91807968,masspeaks,我脑子不太好,1,Alakazam,Grimmsnarl,11
/Users/nickzwart/Desktop/11082026/91807973.json,91807973,BC+,masspeaks,0,Alakazam,Alakazam,15
/Users/nickzwart/Desktop/11082026/91808057.json,91808057,goonew,ei1333,0,M-Kangaskhan,Alakazam,17
/Users/nickzwart/Desktop/11082026/91808093.json,91808093,Oshbocker,Majkel1337,0,Ogerpon,M-Lucario,13
/Users/nickzwart/Desktop/11082026/91804091.json,91804091,hatry,Yopta,1,Grimmsnarl,M-Lopunny,15
/Users/nickzwart/Desktop/11082026/91804283.json,91804283,goonew,lll,1,M-Kangaskhan,Grimmsnarl,16
/Users/nickzwart/Desktop/11082026/91804319.json,91804319,Oshbocker,PP kawada,1,Ogerpon,Hydrapple,9
/Users/nickzwart/Desktop/11082026/91804327.json,91804327,"Bart, Edwyn",wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,Alakazam,Ogerpon,11
/Users/nickzwart/Desktop/11082026/91804332.json,91804332,Funky,KawattaTaido,1,M-Lopunny,Grimmsnarl,11
/Users/nickzwart/Desktop/11082026/91804333.json,91804333,Oshbocker,JZ,0,M-Lucario,Grimmsnarl,17
/Users/nickzwart/Desktop/11082026/91804356.json,91804356,hinox13,Louis & Emile,0,Alakazam,Hydrapple,9
/Users/nickzwart/Desktop/11082026/91805062.json,91805062,mojyaP,stnick,1,M-Kangaskhan,M-Lopunny,15
/Users/nickzwart/Desktop/11082026/91806873.json,91806873,{{ team_name }} 🏆,Yopta,1,Alakazam,M-Lopunny,11
/Users/nickzwart/Desktop/11082026/91806912.json,91806912,Konstantin Zhar,stnick,1,Grimmsnarl,M-Lopunny,13
/Users/nickzwart/Desktop/11082026/91806960.json,91806960,Pokemon Siuuuu,Dipam Chakraborty,0,Dragapult,Dragapult,13
/Users/nickzwart/Desktop/11082026/91807000.json,91807000,kurigen,masspeaks,0,Grimmsnarl,Alakazam,9
